RAW: x=0.507 y=0.567 | GX=0.522 GY=0.703 | EMA: x=0.563 y=0.628 | SCR: 1085,651
RAW: x=0.480 y=0.474 | GX=0.441 GY=0.424 | EMA: x=0.437 y=0.465 | SCR: 907,540
RAW: x=0.503 y=0.473 | GX=0.508 GY=0.423 | EMA: x=0.481 y=0.464 | SCR: 910,509
RAW: x=0.522 y=0.562 | GX=0.568 GY=0.689 | EMA: x=0.543 y=0.734 | SCR: 1018,757
RAW: x=0.536 y=0.455 | GX=0.606 GY=0.365 | EMA: x=0.579 y=0.547 | SCR: 1083,659
RAW: x=0.516 y=0.657 | GX=0.554 GY=1.000 | EMA: x=0.573 y=0.666 | SCR: 1113,673
RAW: x=0.519 y=0.597 | GX=0.561 GY=0.804 | EMA: x=0.502 y=0.729 | SCR: 963,765
RAW: x=0.470 y=0.573 | GX=0.409 GY=0.725 | EMA: x=0.432 y=0.766 | SCR: 862,833
RAW: x=0.554 y=0.525 | GX=0.661 GY=0.575 | EMA: x=0.477 y=0.730 | SCR: 850,793
RAW: x=0.544 y=0.539 | GX=0.631 GY=0.618 | EMA: x=0.590 y=0.606 | SCR: 1110,669
RAW: x=0.463 y=0.480 | GX=0.392 GY=0.440 | EMA: x=0.384 y=0.507 | SCR: 801,577
RAW: x=0.508 y=0.458 | GX=0.524 GY=0.376 | EMA: x=0.518 y=0.446 | SCR: 946,500
RAW: x=0.575 y=0.479 | GX=0.732 GY=0.435 | EMA: x=0.579 y=0.442 | SCR: 1054,474
RAW: x=0.532 y=0.596 | GX=0.602 GY=0.802 | EMA: x=0.602 y=0.567 | SCR: 1155,531
RAW: x=0.534 y=0.564 | GX=0.602 GY=0.695 | EMA: x=0.582 y=0.691 | SCR: 1123,753
RAW: x=0.473 y=0.602 | GX=0.414 GY=0.822 | EMA: x=0.497 y=0.758 | SCR: 1001,777
RAW: x=0.519 y=0.672 | GX=0.565 GY=1.000 | EMA: x=0.540 y=0.830 | SCR: 1006,847
RAW: x=0.526 y=0.592 | GX=0.582 GY=0.787 | EMA: x=0.542 y=0.789 | SCR: 1019,870
RAW: x=0.541 y=0.583 | GX=0.628 GY=0.757 | EMA: x=0.563 y=0.768 | SCR: 1062,850
